County,State,Price,State_Average,state_name,Comparison_with_State_Average
Adams County,IA,2.649,2.7676,Iowa,-0.1186
Adams County,IN,2.872,2.8702,Indiana,0.0018
Adams County,MS,2.782,2.6891,Mississippi,0.0929
Adams County,WA,4.044,3.934,Washington,0.1099
Addison County,VT,3.0495,3.1276,Vermont,-0.0781
Aitkin County,MN,2.777,2.7892,Minnesota,-0.0122
Alamosa County,CO,3.162,3.0417,Colorado,0.1203
Albany County,NY,3.126,3.2019,New York,-0.0759
Albany County,WY,2.624,2.9467,Wyoming,-0.3227
Albemarle County,VA,2.893,2.9095,Virginia,-0.0165
Alcorn County,MS,2.531,2.6891,Mississippi,-0.1581
Alexander County,IL,3.499,3.0868,Illinois,0.4122
Alfalfa County,OK,2.736,2.5638,Oklahoma,0.1722
Allamakee County,IA,2.899,2.7676,Iowa,0.1314
Allegany County,MD,3.223,2.9834,Maryland,0.2396
Allegany County,NY,3.296,3.2019,New York,0.0941
Alleghany County,VA,2.939,2.9095,Virginia,0.0295
Allen County,IN,2.822,2.8702,Indiana,-0.0482
Allendale County,SC,2.974,2.7674,South Carolina,0.2066
Alpena County,MI,2.966,2.923,Michigan,0.043
Alpine County,CA,5.799,4.5028,California,1.2962
Amite County,MS,2.809,2.6891,Mississippi,0.1199
Anderson County,KS,2.529,2.7011,Kansas,-0.1721
Anderson County,SC,2.634,2.7674,South Carolina,-0.1334
Andrew County,MO,2.589,2.6718,Missouri,-0.0828
Anne Arundel County,MD,2.919,2.9834,Maryland,-0.0644
Anson County,NC,2.9,2.8649,North Carolina,0.0351
Apache County,AZ,3.09,3.1461,Arizona,-0.0561
Appomattox County,VA,2.827,2.9095,Virginia,-0.0825
Armstrong County,TX,2.359,2.6847,Texas,-0.3257
Aroostook County,ME,3.054,3.0555,Maine,-0.0015
Ashley County,AR,2.784,2.6515,Arkansas,0.1325
Asotin County,WA,3.502,3.934,Washington,-0.4321
Assumption County,LA,2.8365,2.741,Louisiana,0.0955
Atchison County,KS,2.669,2.7011,Kansas,-0.0321
Atchison County,MO,2.914,2.6718,Missouri,0.2422
Athens County,OH,2.977,2.8384,Ohio,0.1386
Atlantic County,NJ,2.898,2.9361,New Jersey,-0.0381
Attala County,MS,2.698,2.6891,Mississippi,0.0089
Augusta County,VA,2.966,2.9095,Virginia,0.0565
Baca County,CO,2.906,3.0417,Colorado,-0.1357
Baker County,OR,3.597,3.5375,Oregon,0.0595
Baltimore County,MD,2.916,2.9834,Maryland,-0.0674
Bamberg County,SC,2.982,2.7674,South Carolina,0.2146
Baraga County,MI,2.994,2.923,Michigan,0.071
Barnes County,ND,2.902,2.8678,North Dakota,0.0342
Barnstable County,MA,3.092,3.1254,Massachusetts,-0.0334
Barry County,MO,2.509,2.6718,Missouri,-0.1628
Barton County,KS,2.77,2.7011,Kansas,0.0689
Barton County,MO,2.512,2.6718,Missouri,-0.1598
Bath County,KY,2.692,2.7243,Kentucky,-0.0323
Bay County,FL,2.758,3.0547,Florida,-0.2967
Bayfield County,WI,2.769,2.7954,Wisconsin,-0.0264
Baylor County,TX,2.899,2.6847,Texas,0.2143
Bear Lake County,ID,3.109,3.1104,Idaho,-0.0014
Beauregard County,LA,2.699,2.741,Louisiana,-0.042
Beaver County,OK,2.769,2.5638,Oklahoma,0.2052
Beaver County,UT,3.388,3.0844,Utah,0.3036
Beaverhead County,MT,3.007,2.9015,Montana,0.1055
Becker County,MN,2.988,2.7892,Minnesota,0.1988
Bedford County,VA,2.865,2.9095,Virginia,-0.0445
Belknap County,NH,2.93,2.9712,New Hampshire,-0.0412
Bell County,TX,2.497,2.6847,Texas,-0.1877
Belmont County,OH,2.832,2.8384,Ohio,-0.0064
Benewah County,ID,3.055,3.1104,Idaho,-0.0554
Bennington County,VT,2.989,3.1276,Vermont,-0.1386
Benson County,ND,2.886,2.8678,North Dakota,0.0182
Benton County,AR,2.531,2.6515,Arkansas,-0.1205
Benton County,IA,2.699,2.7676,Iowa,-0.0686
Benton County,IN,3.031,2.8702,Indiana,0.1608
Benton County,MS,2.651,2.6891,Mississippi,-0.0381
Benton County,OR,3.253,3.5375,Oregon,-0.2845
Benton County,TN,2.611,2.6916,Tennessee,-0.0806
Benzie County,MI,2.997,2.923,Michigan,0.074
Berkeley County,SC,2.708,2.7674,South Carolina,-0.0594
Berkeley County,WV,3.147,3.0191,West Virginia,0.1279
Berks County,PA,3.122,3.3018,Pennsylvania,-0.1798
Berkshire County,MA,3.061,3.1254,Massachusetts,-0.0644
Bernalillo County,NM,2.752,2.8433,New Mexico,-0.0913
Big Horn County,MT,2.915,2.9015,Montana,0.0135
Billings County,ND,3.209,2.8678,North Dakota,0.3412
Bingham County,ID,2.904,3.1104,Idaho,-0.2064
Black Hawk County,IA,2.811,2.7676,Iowa,0.0434
Bladen County,NC,2.745,2.8649,North Carolina,-0.1199
Blaine County,ID,3.433,3.1104,Idaho,0.3226
Blaine County,MT,2.883,2.9015,Montana,-0.0185
Bolivar County,MS,2.513,2.6891,Mississippi,-0.1761
Bond County,IL,3.025,3.0868,Illinois,-0.0618
Bonner County,ID,3.027,3.1104,Idaho,-0.0834
Bonneville County,ID,2.879,3.1104,Idaho,-0.2314
Boone County,IA,2.738,2.7676,Iowa,-0.0296
Boone County,IL,3.156,3.0868,Illinois,0.0692
Boone County,WV,2.84,3.0191,West Virginia,-0.1791
Bossier County,LA,2.541,2.741,Louisiana,-0.2
Bottineau County,ND,2.855,2.8678,North Dakota,-0.0128
Boulder County,CO,3.1395,3.0417,Colorado,0.0978
Boundary County,ID,2.931,3.1104,Idaho,-0.1794
Boyd County,NE,2.909,2.8668,Nebraska,0.0422
Bracken County,KY,2.667,2.7243,Kentucky,-0.0573
Brazoria County,TX,2.526,2.6847,Texas,-0.1587
Breckinridge County,KY,2.626,2.7243,Kentucky,-0.0983
Brevard County,FL,3.133,3.0547,Florida,0.0783
Bristol County,MA,2.911,3.1254,Massachusetts,-0.2144
Bristol County,RI,2.933,2.9686,Rhode Island,-0.0356
Bronx County,NY,3.152,3.2019,New York,-0.0499
Broome County,NY,3.114,3.2019,New York,-0.0879
Brown County,IL,2.999,3.0868,Illinois,-0.0878
Brown County,KS,2.655,2.7011,Kansas,-0.0461
Brown County,MN,2.756,2.7892,Minnesota,-0.0332
Brown County,NE,2.932,2.8668,Nebraska,0.0652
Brown County,SD,2.874,2.8881,South Dakota,-0.0141
Brule County,SD,3.107,2.8881,South Dakota,0.2189
Bryan County,GA,2.91,2.9209,Georgia,-0.0109
Buchanan County,IA,2.89,2.7676,Iowa,0.1224
Buchanan County,VA,3.036,2.9095,Virginia,0.1265
Bucks County,PA,3.089,3.3018,Pennsylvania,-0.2128
Buffalo County,NE,2.867,2.8668,Nebraska,0.0002
Buncombe County,NC,2.887,2.8649,North Carolina,0.0221
Bureau County,IL,3.176,3.0868,Illinois,0.0892
Burlington County,NJ,2.888,2.9361,New Jersey,-0.0481
Burnett County,WI,2.818,2.7954,Wisconsin,0.0226
Burt County,NE,2.749,2.8668,Nebraska,-0.1178
Butler County,KS,2.7155,2.7011,Kansas,0.0144
Butler County,KY,2.712,2.7243,Kentucky,-0.0123
Butte County,CA,4.149,4.5028,California,-0.3538
Butte County,SD,3.149,2.8881,South Dakota,0.2609
Cabarrus County,NC,2.867,2.8649,North Carolina,0.0021
Cabell County,WV,2.857,3.0191,West Virginia,-0.1621
Caddo County,LA,2.59,2.741,Louisiana,-0.151
Caddo County,OK,2.553,2.5638,Oklahoma,-0.0108
Caldwell County,LA,2.819,2.741,Louisiana,0.078
Calhoun County,FL,2.899,3.0547,Florida,-0.1557
Calhoun County,GA,2.999,2.9209,Georgia,0.0781
Calhoun County,MI,2.898,2.923,Michigan,-0.025
Calhoun County,MS,2.699,2.6891,Mississippi,0.0099
Calhoun County,SC,2.778,2.7674,South Carolina,0.0106
Calloway County,KY,2.581,2.7243,Kentucky,-0.1433
Calvert County,MD,3.129,2.9834,Maryland,0.1456
Camas County,ID,3.399,3.1104,Idaho,0.2886
Cambria County,PA,3.435,3.3018,Pennsylvania,0.1332
Camden County,NJ,2.85,2.9361,New Jersey,-0.0861
Cameron County,LA,3.0175,2.741,Louisiana,0.2765
Campbell County,SD,2.639,2.8881,South Dakota,-0.2491
Campbell County,WY,2.884,2.9467,Wyoming,-0.0627
Cannon County,TN,2.82,2.6916,Tennessee,0.1284
Canyon County,ID,2.995,3.1104,Idaho,-0.1154
Cape Girardeau County,MO,2.698,2.6718,Missouri,0.0262
Cape May County,NJ,2.963,2.9361,New Jersey,0.0269
Carbon County,UT,2.813,3.0844,Utah,-0.2714
Caribou County,ID,3.192,3.1104,Idaho,0.0816
Caroline County,MD,2.895,2.9834,Maryland,-0.0884
Carroll County,AR,2.627,2.6515,Arkansas,-0.0245
Carroll County,IN,3.09,2.8702,Indiana,0.2198
Carroll County,MD,2.913,2.9834,Maryland,-0.0704
Carroll County,MS,2.7875,2.6891,Mississippi,0.0984
Carroll County,NH,3.018,2.9712,New Hampshire,0.0468
Carroll County,OH,2.984,2.8384,Ohio,0.1456
Carroll County,VA,2.809,2.9095,Virginia,-0.1005
Carson City County,NV,3.298,3.5176,Nevada,-0.2196
Carter County,KY,2.565,2.7243,Kentucky,-0.1593
Carter County,MT,3.099,2.9015,Montana,0.1975
Carter County,OK,2.496,2.5638,Oklahoma,-0.0678
Carteret County,NC,2.842,2.8649,North Carolina,-0.0229
Carver County,MN,2.91,2.7892,Minnesota,0.1208
Cascade County,MT,2.778,2.9015,Montana,-0.1235
Cass County,IA,2.529,2.7676,Iowa,-0.2386
Cass County,MI,2.931,2.923,Michigan,0.008
Cass County,MN,2.718,2.7892,Minnesota,-0.0712
Cass County,ND,2.656,2.8678,North Dakota,-0.2118
Cass County,NE,2.631,2.8668,Nebraska,-0.2358
Cassia County,ID,2.954,3.1104,Idaho,-0.1564
Catron County,NM,3.254,2.8433,New Mexico,0.4107
Cattaraugus County,NY,3.35,3.2019,New York,0.1481
Cavalier County,ND,2.799,2.8678,North Dakota,-0.0688
Cecil County,MD,2.891,2.9834,Maryland,-0.0924
Cedar County,IA,2.839,2.7676,Iowa,0.0714
Centre County,PA,3.415,3.3018,Pennsylvania,0.1132
Cerro Gordo County,IA,2.715,2.7676,Iowa,-0.0526
Champaign County,IL,3.008,3.0868,Illinois,-0.0788
Champaign County,OH,2.789,2.8384,Ohio,-0.0494
Charles County,MD,2.875,2.9834,Maryland,-0.1084
Charles Mix County,SD,2.722,2.8881,South Dakota,-0.1661
Charlevoix County,MI,3.106,2.923,Michigan,0.183
Charlotte County,FL,3.102,3.0547,Florida,0.0473
Charlotte County,VA,2.987,2.9095,Virginia,0.0775
Charlottesville City County,VA,2.967,2.9095,Virginia,0.0575
Chase County,NE,3.099,2.8668,Nebraska,0.2322
Chatham County,GA,2.982,2.9209,Georgia,0.0611
Chattooga County,GA,2.84,2.9209,Georgia,-0.0809
Chautauqua County,KS,2.672,2.7011,Kansas,-0.0291
Chautauqua County,NY,3.439,3.2019,New York,0.2371
Chaves County,NM,2.627,2.8433,New Mexico,-0.2163
Chemung County,NY,3.105,3.2019,New York,-0.0969
Chenango County,NY,3.19,3.2019,New York,-0.0119
Cherokee County,KS,2.559,2.7011,Kansas,-0.1421
Cherokee County,OK,2.424,2.5638,Oklahoma,-0.1398
Cherokee County,SC,2.677,2.7674,South Carolina,-0.0904
Cheshire County,NH,2.857,2.9712,New Hampshire,-0.1142
Chester County,PA,3.069,3.3018,Pennsylvania,-0.2328
Cheyenne County,CO,2.786,3.0417,Colorado,-0.2557
Chickasaw County,IA,2.91,2.7676,Iowa,0.1424
Chicot County,AR,2.808,2.6515,Arkansas,0.1565
Childress County,TX,2.326,2.6847,Texas,-0.3587
Chippewa County,MI,3.112,2.923,Michigan,0.189
Chisago County,MN,2.86,2.7892,Minnesota,0.0708
Christian County,IL,2.967,3.0868,Illinois,-0.1198
Churchill County,NV,3.655,3.5176,Nevada,0.1374
Cibola County,NM,2.74,2.8433,New Mexico,-0.1033
Cimarron County,OK,2.634,2.5638,Oklahoma,0.0702
Clackamas County,OR,3.587,3.5375,Oregon,0.0495
Claiborne County,MS,3.039,2.6891,Mississippi,0.3499
Clare County,MI,2.737,2.923,Michigan,-0.186
Clarendon County,SC,2.912,2.7674,South Carolina,0.1446
Clark County,IL,3.01,3.0868,Illinois,-0.0768
Clark County,KS,2.744,2.7011,Kansas,0.0429
Clark County,MO,2.632,2.6718,Missouri,-0.0398
Clark County,NV,3.604,3.5176,Nevada,0.0864
Clark County,WA,3.864,3.934,Washington,-0.0701
Clarke County,MS,2.796,2.6891,Mississippi,0.1069
Clay County,AR,2.652,2.6515,Arkansas,0.0005
Clay County,IA,2.841,2.7676,Iowa,0.0734
Clay County,KS,2.669,2.7011,Kansas,-0.0321
Clay County,NC,2.859,2.8649,North Carolina,-0.0059
Clay County,NE,2.857,2.8668,Nebraska,-0.0098
Clay County,TX,2.628,2.6847,Texas,-0.0567
Clayton County,IA,2.897,2.7676,Iowa,0.1294
Clearfield County,PA,3.447,3.3018,Pennsylvania,0.1452
Cleburne County,AR,2.561,2.6515,Arkansas,-0.0905
Clermont County,OH,2.78,2.8384,Ohio,-0.0584
Cleveland County,OK,2.465,2.5638,Oklahoma,-0.0988
Clinton County,IA,2.816,2.7676,Iowa,0.0484
Clinton County,NY,3.039,3.2019,New York,-0.1629
Clinton County,PA,3.247,3.3018,Pennsylvania,-0.0548
Coconino County,AZ,3.158,3.1461,Arizona,0.0119
Coffee County,TN,2.624,2.6916,Tennessee,-0.0676
Cole County,MO,2.811,2.6718,Missouri,0.1392
Coleman County,TX,2.713,2.6847,Texas,0.0283
Colfax County,NM,3.286,2.8433,New Mexico,0.4427
Colleton County,SC,2.851,2.7674,South Carolina,0.0836
Collier County,FL,3.185,3.0547,Florida,0.1303
Columbia County,FL,3.138,3.0547,Florida,0.0833
Columbia County,NY,3.114,3.2019,New York,-0.0879
Columbia County,OR,3.79,3.5375,Oregon,0.2525
Columbia County,WA,3.995,3.934,Washington,0.061
Columbus County,NC,2.795,2.8649,North Carolina,-0.0699
Comal County,TX,2.502,2.6847,Texas,-0.1827
Comanche County,OK,2.446,2.5638,Oklahoma,-0.1178
Concho County,TX,2.749,2.6847,Texas,0.0643
Contra Costa County,CA,4.571,4.5028,California,0.0682
Converse County,WY,2.914,2.9467,Wyoming,-0.0327
Cook County,IL,3.365,3.0868,Illinois,0.2782
Cook County,MN,2.943,2.7892,Minnesota,0.1538
Cooper County,MO,2.524,2.6718,Missouri,-0.1478
Coos County,NH,3.073,2.9712,New Hampshire,0.1018
Coos County,OR,3.328,3.5375,Oregon,-0.2095
Cortland County,NY,3.232,3.2019,New York,0.0301
Cottonwood County,MN,2.899,2.7892,Minnesota,0.1098
Covington City County,VA,2.945,2.9095,Virginia,0.0355
Covington County,MS,2.692,2.6891,Mississippi,0.0029
Cowlitz County,WA,3.965,3.934,Washington,0.0309
Craig County,OK,2.424,2.5638,Oklahoma,-0.1398
Crawford County,AR,2.504,2.6515,Arkansas,-0.1475
Crawford County,GA,3.149,2.9209,Georgia,0.2281
Crawford County,IA,2.633,2.7676,Iowa,-0.1346
Crawford County,IL,3.0,3.0868,Illinois,-0.0868
Crawford County,MI,2.972,2.923,Michigan,0.049
Crawford County,WI,2.903,2.7954,Wisconsin,0.1076
Crittenden County,KY,2.659,2.7243,Kentucky,-0.0653
Crockett County,TX,2.816,2.6847,Texas,0.1313
Crow Wing County,MN,2.685,2.7892,Minnesota,-0.1042
Culberson County,TX,3.319,2.6847,Texas,0.6343
Cumberland County,ME,3.039,3.0555,Maine,-0.0165
Cumberland County,NJ,2.899,2.9361,New Jersey,-0.0371
Cumberland County,TN,2.714,2.6916,Tennessee,0.0224
Curry County,OR,3.719,3.5375,Oregon,0.1815
Custer County,CO,2.999,3.0417,Colorado,-0.0427
Custer County,ID,3.333,3.1104,Idaho,0.2226
Custer County,MT,2.812,2.9015,Montana,-0.0895
Custer County,NE,2.999,2.8668,Nebraska,0.1322
Custer County,OK,2.573,2.5638,Oklahoma,0.0092
Custer County,SD,3.031,2.8881,South Dakota,0.1429
Dakota County,MN,2.847,2.7892,Minnesota,0.0578
Dallam County,TX,2.48,2.6847,Texas,-0.2047
Dallas County,AR,2.699,2.6515,Arkansas,0.0475
Dallas County,MO,2.541,2.6718,Missouri,-0.1308
Dallas County,TX,2.651,2.6847,Texas,-0.0337
Daniels County,MT,3.084,2.9015,Montana,0.1825
Dare County,NC,2.858,2.8649,North Carolina,-0.0069
Darke County,OH,2.838,2.8384,Ohio,-0.0004
Dauphin County,PA,3.186,3.3018,Pennsylvania,-0.1158
Davidson County,TN,2.717,2.6916,Tennessee,0.0254
Daviess County,IN,2.828,2.8702,Indiana,-0.0422
Davison County,SD,2.617,2.8881,South Dakota,-0.2711
Dawes County,NE,2.891,2.8668,Nebraska,0.0242
Dawson County,MT,2.818,2.9015,Montana,-0.0835
Dawson County,NE,2.743,2.8668,Nebraska,-0.1238
Day County,SD,2.799,2.8881,South Dakota,-0.0891
De Kalb County,IN,2.877,2.8702,Indiana,0.0068
De Soto County,MS,2.56,2.6891,Mississippi,-0.1291
Decatur County,GA,2.822,2.9209,Georgia,-0.0989
Decatur County,IN,2.697,2.8702,Indiana,-0.1732
Dekalb County,MO,2.589,2.6718,Missouri,-0.0828
Dekalb County,TN,2.641,2.6916,Tennessee,-0.0506
Del Norte County,CA,4.467,4.5028,California,-0.0358
Delaware County,IN,2.79,2.8702,Indiana,-0.0802
Delaware County,NY,3.415,3.2019,New York,0.2131
Delaware County,OH,2.869,2.8384,Ohio,0.0306
Delaware County,PA,3.044,3.3018,Pennsylvania,-0.2578
Delta County,MI,2.975,2.923,Michigan,0.052
Des Moines County,IA,2.786,2.7676,Iowa,0.0184
Desha County,AR,2.834,2.6515,Arkansas,0.1825
Dewey County,OK,2.632,2.5638,Oklahoma,0.0682
Dewey County,SD,2.999,2.8881,South Dakota,0.1109
Dickens County,TX,2.759,2.6847,Texas,0.0743
Dickey County,ND,2.819,2.8678,North Dakota,-0.0488
Dickinson County,IA,2.649,2.7676,Iowa,-0.1186
Dickinson County,KS,2.539,2.7011,Kansas,-0.1621
Dickinson County,MI,2.782,2.923,Michigan,-0.141
Dickson County,TN,2.629,2.6916,Tennessee,-0.0626
Divide County,ND,2.814,2.8678,North Dakota,-0.0538
Dodge County,GA,2.86,2.9209,Georgia,-0.0609
Dodge County,MN,2.959,2.7892,Minnesota,0.1698
Dolores County,CO,3.259,3.0417,Colorado,0.2173
Dona Ana County,NM,2.742,2.8433,New Mexico,-0.1013
Doniphan County,KS,2.645,2.7011,Kansas,-0.0561
Dorchester County,MD,2.88,2.9834,Maryland,-0.1034
Douglas County,NV,3.441,3.5176,Nevada,-0.0766
Douglas County,OR,3.4395,3.5375,Oregon,-0.098
Drew County,AR,2.602,2.6515,Arkansas,-0.0495
Dubuque County,IA,2.893,2.7676,Iowa,0.1254
Duchesne County,UT,3.066,3.0844,Utah,-0.0184
Dukes County,MA,4.166,3.1254,Massachusetts,1.0406
Dundy County,NE,3.109,2.8668,Nebraska,0.2422
Dunn County,ND,2.997,2.8678,North Dakota,0.1292
Dutchess County,NY,3.122,3.2019,New York,-0.0799
Duval County,FL,3.117,3.0547,Florida,0.0623
East Baton Rouge County,LA,2.707,2.741,Louisiana,-0.034
East Carroll County,LA,2.759,2.741,Louisiana,0.018
East Feliciana County,LA,2.826,2.741,Louisiana,0.085
Echols County,GA,2.999,2.9209,Georgia,0.0781
Ector County,TX,2.627,2.6847,Texas,-0.0577
Eddy County,NM,2.817,2.8433,New Mexico,-0.0263
El Dorado County,CA,4.398,4.5028,California,-0.1048
Elbert County,CO,2.747,3.0417,Colorado,-0.2947
Elbert County,GA,2.784,2.9209,Georgia,-0.1369
Elkhart County,IN,2.833,2.8702,Indiana,-0.0372
Elko County,NV,3.283,3.5176,Nevada,-0.2346
Elliott County,KY,2.799,2.7243,Kentucky,0.0747
Ellis County,KS,2.772,2.7011,Kansas,0.0709
Ellis County,TX,2.59,2.6847,Texas,-0.0947
Elmore County,ID,3.039,3.1104,Idaho,-0.0714
Emanuel County,GA,3.109,2.9209,Georgia,0.1881
Emery County,UT,3.164,3.0844,Utah,0.0796
Emmet County,IA,2.696,2.7676,Iowa,-0.0716
Emmet County,MI,2.961,2.923,Michigan,0.038
Erath County,TX,2.632,2.6847,Texas,-0.0527
Erie County,NY,3.175,3.2019,New York,-0.0269
Erie County,PA,3.448,3.3018,Pennsylvania,0.1462
Essex County,MA,3.063,3.1254,Massachusetts,-0.0624
Essex County,NJ,2.9875,2.9361,New Jersey,0.0514
Essex County,NY,3.389,3.2019,New York,0.1871
Essex County,VT,3.341,3.1276,Vermont,0.2134
Estill County,KY,2.883,2.7243,Kentucky,0.1587
Eureka County,NV,3.699,3.5176,Nevada,0.1814
Evangeline County,LA,2.698,2.741,Louisiana,-0.043
Fairbanks North Star County,AK,3.352,3.5955,Alaska,-0.2435
Fairfield County,SC,2.859,2.7674,South Carolina,0.0916
Fall River County,SD,2.952,2.8881,South Dakota,0.0639
Faribault County,MN,2.702,2.7892,Minnesota,-0.0872
Fauquier County,VA,2.995,2.9095,Virginia,0.0855
Fayette County,KY,2.737,2.7243,Kentucky,0.0127
Fayette County,TN,2.764,2.6916,Tennessee,0.0724
Fayette County,TX,2.751,2.6847,Texas,0.0663
Fergus County,MT,3.114,2.9015,Montana,0.2125
Ferry County,WA,3.669,3.934,Washington,-0.265
Fillmore County,MN,2.869,2.7892,Minnesota,0.0798
Fillmore County,NE,2.855,2.8668,Nebraska,-0.0118
Fisher County,TX,2.679,2.6847,Texas,-0.0057
Flathead County,MT,2.86,2.9015,Montana,-0.0415
Florence County,SC,2.714,2.7674,South Carolina,-0.0534
Floyd County,IA,2.771,2.7676,Iowa,0.0034
Floyd County,KY,2.584,2.7243,Kentucky,-0.1403
Floyd County,TX,2.562,2.6847,Texas,-0.1227
Fort Bend County,TX,2.556,2.6847,Texas,-0.1287
Foster County,ND,2.894,2.8678,North Dakota,0.0262
Franklin County,AR,2.514,2.6515,Arkansas,-0.1375
Franklin County,FL,2.941,3.0547,Florida,-0.1137
Franklin County,IA,2.786,2.7676,Iowa,0.0184
Franklin County,ID,2.965,3.1104,Idaho,-0.1454
Franklin County,IL,2.986,3.0868,Illinois,-0.1008
Franklin County,IN,2.966,2.8702,Indiana,0.0958
Franklin County,MA,2.963,3.1254,Massachusetts,-0.1624
Franklin County,ME,3.124,3.0555,Maine,0.0685
Franklin County,MS,2.635,2.6891,Mississippi,-0.0541
Franklin County,NY,3.235,3.2019,New York,0.0331
Franklin County,OH,2.895,2.8384,Ohio,0.0566
Franklin County,VA,2.862,2.9095,Virginia,-0.0475
Franklin County,VT,3.193,3.1276,Vermont,0.0654
Frederick County,VA,2.868,2.9095,Virginia,-0.0415
Freeborn County,MN,2.702,2.7892,Minnesota,-0.0872
Fremont County,ID,3.462,3.1104,Idaho,0.3516
Fremont County,WY,3.204,2.9467,Wyoming,0.2573
Fresno County,CA,4.264,4.5028,California,-0.2388
Frio County,TX,2.671,2.6847,Texas,-0.0137
Fulton County,KY,2.534,2.7243,Kentucky,-0.1903
Fulton County,NY,3.202,3.2019,New York,0.0001
Gallatin County,MT,2.856,2.9015,Montana,-0.0455
Gallia County,OH,2.733,2.8384,Ohio,-0.1054
Galveston County,TX,2.584,2.6847,Texas,-0.1007
Garfield County,CO,3.405,3.0417,Colorado,0.3633
Garfield County,MT,2.779,2.9015,Montana,-0.1225
Garrett County,MD,3.308,2.9834,Maryland,0.3246
Garvin County,OK,2.506,2.5638,Oklahoma,-0.0578
Gaston County,NC,2.808,2.8649,North Carolina,-0.0569
Genesee County,MI,2.814,2.923,Michigan,-0.109
Georgetown County,SC,2.738,2.7674,South Carolina,-0.0294
Gibson County,IN,2.853,2.8702,Indiana,-0.0172
Gibson County,TN,2.765,2.6916,Tennessee,0.0734
Gilchrist County,FL,3.104,3.0547,Florida,0.0493
Gillespie County,TX,2.792,2.6847,Texas,0.1073
Gilmer County,WV,3.149,3.0191,West Virginia,0.1299
Glacier County,MT,2.986,2.9015,Montana,0.0845
Glenn County,CA,4.1245,4.5028,California,-0.3783
Gloucester County,NJ,2.885,2.9361,New Jersey,-0.0511
Gogebic County,MI,2.829,2.923,Michigan,-0.094
Golden Valley County,ND,2.899,2.8678,North Dakota,0.0312
Goodhue County,MN,2.807,2.7892,Minnesota,0.0178
Gooding County,ID,3.038,3.1104,Idaho,-0.0724
Goshen County,WY,2.86,2.9467,Wyoming,-0.0867
Grafton County,NH,3.064,2.9712,New Hampshire,0.0928
Graham County,AZ,3.175,3.1461,Arizona,0.0289
Graham County,KS,2.759,2.7011,Kansas,0.0579
Graham County,NC,3.006,2.8649,North Carolina,0.1411
Grand Forks County,ND,2.7,2.8678,North Dakota,-0.1678
Grand Isle County,VT,3.189,3.1276,Vermont,0.0614
Grant County,IN,2.906,2.8702,Indiana,0.0358
Grant County,KY,2.8,2.7243,Kentucky,0.0757
Grant County,LA,2.774,2.741,Louisiana,0.033
Grant County,NE,2.999,2.8668,Nebraska,0.1322
Grant County,NM,2.887,2.8433,New Mexico,0.0437
Grant County,OK,2.449,2.5638,Oklahoma,-0.1148
Grant County,OR,3.714,3.5375,Oregon,0.1765
Grant County,SD,2.776,2.8881,South Dakota,-0.1121
Grant County,WA,3.954,3.934,Washington,0.02
Grant County,WI,2.883,2.7954,Wisconsin,0.0876
Grant County,WV,3.199,3.0191,West Virginia,0.1799
Graves County,KY,2.499,2.7243,Kentucky,-0.2253
Greeley County,KS,2.899,2.7011,Kansas,0.1979
Greeley County,NE,2.649,2.8668,Nebraska,-0.2178
Greene County,IL,3.13,3.0868,Illinois,0.0432
Greene County,MS,2.769,2.6891,Mississippi,0.0799
Greene County,NC,2.755,2.8649,North Carolina,-0.1099
Greene County,NY,3.102,3.2019,New York,-0.0999
Greene County,PA,3.471,3.3018,Pennsylvania,0.1692
Greenville County,SC,2.697,2.7674,South Carolina,-0.0704
Gregory County,SD,3.107,2.8881,South Dakota,0.2189
Grundy County,IL,3.085,3.0868,Illinois,-0.0018
Guadalupe County,NM,2.714,2.8433,New Mexico,-0.1293
Hamilton County,IN,2.909,2.8702,Indiana,0.0388
Hamilton County,KS,2.619,2.7011,Kansas,-0.0821
Hamilton County,NY,3.649,3.2019,New York,0.4471
Hamilton County,TN,2.612,2.6916,Tennessee,-0.0796
Hamlin County,SD,2.649,2.8881,South Dakota,-0.2391
Hampden County,MA,2.958,3.1254,Massachusetts,-0.1674
Hampshire County,MA,3.009,3.1254,Massachusetts,-0.1164
Hancock County,GA,2.89,2.9209,Georgia,-0.0309
Hancock County,IA,2.822,2.7676,Iowa,0.0544
Hancock County,IL,3.312,3.0868,Illinois,0.2252
Hancock County,MS,2.564,2.6891,Mississippi,-0.1251
Hansford County,TX,2.663,2.6847,Texas,-0.0217
Haralson County,GA,2.909,2.9209,Georgia,-0.0119
Hardeman County,TX,2.726,2.6847,Texas,0.0413
Hardin County,IA,2.889,2.7676,Iowa,0.1214
Hardin County,IL,2.999,3.0868,Illinois,-0.0878
Hardin County,KY,2.55,2.7243,Kentucky,-0.1743
Hardin County,OH,2.7035,2.8384,Ohio,-0.1349
Harding County,NM,3.569,2.8433,New Mexico,0.7257
Harding County,SD,3.099,2.8881,South Dakota,0.2109
Hardy County,WV,3.199,3.0191,West Virginia,0.1799
Harmon County,OK,2.329,2.5638,Oklahoma,-0.2348
Harney County,OR,3.799,3.5375,Oregon,0.2615
Harper County,KS,2.775,2.7011,Kansas,0.0739
Harper County,OK,2.742,2.5638,Oklahoma,0.1782
Harris County,GA,2.99,2.9209,Georgia,0.0691
Harrison County,MO,2.431,2.6718,Missouri,-0.2408
